index,sample,etchlevel,etchtime,element,species,spin,expected_eV,fitted_eV,fitted_stderr,delta_eV
0,BOE_WK0,,,Ta4f,Ta metal,7/2,22.0,22.446793251433547,0.0,0.4467932514335473
0,BOE_WK0,,,Ta4f,Ta metal,5/2,23.9,24.356793251433547,0.0,0.4567932514335489
0,BOE_WK0,,,Ta4f,Ta interface,7/2,22.4,22.739790277325216,0.0,0.3397902773252177
0,BOE_WK0,,,Ta4f,Ta interface,5/2,24.3,24.649790277325216,0.0,0.3497902773252157
0,BOE_WK0,,,Ta4f,Ta alloy,7/2,24.0,24.37278952142885,0.0,0.37278952142884947
0,BOE_WK0,,,Ta4f,Ta alloy,5/2,25.9,26.28278952142885,0.0,0.38278952142885103
0,BOE_WK0,,,Ta4f,Ta+1,7/2,22.7,22.85459550973635,0.0,0.1545955097363496
0,BOE_WK0,,,Ta4f,Ta+1,5/2,24.6,24.76459550973635,0.0,0.16459550973634762
0,BOE_WK0,,,Ta4f,Ta+3,7/2,24.2,23.75076153882279,0.0,-0.44923846117720956
0,BOE_WK0,,,Ta4f,Ta+3,5/2,26.1,25.66076153882279,0.0,-0.43923846117721155
0,BOE_WK0,,,Ta4f,Ta+5 (Ta2O5),7/2,26.8,25.88267101413239,0.0,-0.9173289858676092
0,BOE_WK0,,,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.79267101413239,0.0,-0.9073289858676077
1,BOE_WK1,,,Ta4f,Ta metal,7/2,22.0,22.429562746071543,0.0,0.429562746071543
1,BOE_WK1,,,Ta4f,Ta metal,5/2,23.9,24.339562746071543,0.0,0.43956274607154455
1,BOE_WK1,,,Ta4f,Ta interface,7/2,22.4,22.71348116673435,0.0,0.313481166734352
1,BOE_WK1,,,Ta4f,Ta interface,5/2,24.3,24.62348116673435,0.0,0.32348116673435
1,BOE_WK1,,,Ta4f,Ta alloy,7/2,24.0,24.84231534389658,0.0,0.8423153438965798
1,BOE_WK1,,,Ta4f,Ta alloy,5/2,25.9,26.75231534389658,0.0,0.8523153438965814
1,BOE_WK1,,,Ta4f,Ta+1,7/2,22.7,22.512299412918733,0.0,-0.1877005870812667
1,BOE_WK1,,,Ta4f,Ta+1,5/2,24.6,24.422299412918733,0.0,-0.17770058708126868
1,BOE_WK1,,,Ta4f,Ta+3,7/2,24.2,23.5,0.0,-0.6999999999999993
1,BOE_WK1,,,Ta4f,Ta+3,5/2,26.1,25.41,0.0,-0.6900000000000013
1,BOE_WK1,,,Ta4f,Ta+5 (Ta2O5),7/2,26.8,25.859582150158122,0.0,-0.9404178498418787
1,BOE_WK1,,,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.769582150158122,0.0,-0.9304178498418771
2,BOE_WK2,,,Ta4f,Ta metal,7/2,22.0,22.428960204481378,0.0,0.4289602044813776
2,BOE_WK2,,,Ta4f,Ta metal,5/2,23.9,24.338960204481378,0.0,0.4389602044813792
2,BOE_WK2,,,Ta4f,Ta interface,7/2,22.4,22.754954935350177,0.0,0.35495493535017886
2,BOE_WK2,,,Ta4f,Ta interface,5/2,24.3,24.664954935350178,0.0,0.36495493535017687
2,BOE_WK2,,,Ta4f,Ta alloy,7/2,24.0,24.612957542617366,0.0,0.6129575426173659
2,BOE_WK2,,,Ta4f,Ta alloy,5/2,25.9,26.522957542617366,0.0,0.6229575426173675
2,BOE_WK2,,,Ta4f,Ta+1,7/2,22.7,22.26754609446376,0.0,-0.43245390553623864
2,BOE_WK2,,,Ta4f,Ta+1,5/2,24.6,24.17754609446376,0.0,-0.4224539055362406
2,BOE_WK2,,,Ta4f,Ta+3,7/2,24.2,23.500000000000927,0.0,-0.699999999999072
2,BOE_WK2,,,Ta4f,Ta+3,5/2,26.1,25.410000000000927,0.0,-0.689999999999074
2,BOE_WK2,,,Ta4f,Ta+5 (Ta2O5),7/2,26.8,25.936587078201335,0.0,-0.8634129217986661
2,BOE_WK2,,,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.846587078201335,0.0,-0.8534129217986646
3,BOE_WK3,,,Ta4f,Ta metal,7/2,22.0,22.42241056012028,0.006200424375287281,0.4224105601202801
3,BOE_WK3,,,Ta4f,Ta metal,5/2,23.9,24.33241056012028,0.0062004243883442885,0.4324105601202817
3,BOE_WK3,,,Ta4f,Ta interface,7/2,22.4,22.73362907720858,0.03334878851759025,0.33362907720858104
3,BOE_WK3,,,Ta4f,Ta interface,5/2,24.3,24.64362907720858,0.03334878851759025,0.34362907720857905
3,BOE_WK3,,,Ta4f,Ta alloy,7/2,24.0,23.92241056012412,0.006200424783767687,-0.0775894398758794
3,BOE_WK3,,,Ta4f,Ta alloy,5/2,25.9,25.83241056012412,0.006200424783767687,-0.06758943987587784
3,BOE_WK3,,,Ta4f,Ta+1,7/2,22.7,22.428275960854442,0.13047613172086087,-0.2717240391455569
3,BOE_WK3,,,Ta4f,Ta+1,5/2,24.6,24.338275960854443,0.13047613161584354,-0.26172403914555886
3,BOE_WK3,,,Ta4f,Ta+3,7/2,24.2,23.50000000000004,8.789016914218814e-08,-0.6999999999999602
3,BOE_WK3,,,Ta4f,Ta+3,5/2,26.1,25.41000000000004,8.789016914218795e-08,-0.6899999999999622
3,BOE_WK3,,,Ta4f,Ta+5 (Ta2O5),7/2,26.8,25.881816323970284,0.003999508280254797,-0.9181836760297166
3,BOE_WK3,,,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.791816323970284,0.0039995082716006635,-0.9081836760297151
4,Control_WK0,,,Ta4f,Ta metal,7/2,22.0,22.41738339030218,0.006916258482563553,0.41738339030218086
4,Control_WK0,,,Ta4f,Ta metal,5/2,23.9,24.32738339030218,0.006916258495548051,0.4273833903021824
4,Control_WK0,,,Ta4f,Ta interface,7/2,22.4,22.71149041789402,0.016951696722435804,0.31149041789402077
4,Control_WK0,,,Ta4f,Ta interface,5/2,24.3,24.62149041789402,0.016951696722435804,0.3214904178940188
4,Control_WK0,,,Ta4f,Ta alloy,7/2,24.0,24.848586567777506,0.13171453526855442,0.848586567777506
4,Control_WK0,,,Ta4f,Ta alloy,5/2,25.9,26.758586567777506,0.13171453526855442,0.8585865677775075
4,Control_WK0,,,Ta4f,Ta+1,7/2,22.7,22.092846226971858,0.2009359036833533,-0.6071537730281413
4,Control_WK0,,,Ta4f,Ta+1,5/2,24.6,24.002846226971858,0.20093590411449636,-0.5971537730281433
4,Control_WK0,,,Ta4f,Ta+3,7/2,24.2,23.5316357304407,0.09769813537783512,-0.668364269559298
4,Control_WK0,,,Ta4f,Ta+3,5/2,26.1,25.4416357304407,0.09769813550579419,-0.6583642695592999
4,Control_WK0,,,Ta4f,Ta+5 (Ta2O5),7/2,26.8,26.037197231618595,0.0035974670744845765,-0.7628027683814054
4,Control_WK0,,,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.947197231618595,0.0035974670745713166,-0.7528027683814038
5,Control_WK1,,,Ta4f,Ta metal,7/2,22.0,22.407683972241916,0.022763795342210073,0.4076839722419159
5,Control_WK1,,,Ta4f,Ta metal,5/2,23.9,24.317683972241916,0.02276379533845337,0.41768397224191744
5,Control_WK1,,,Ta4f,Ta interface,7/2,22.4,22.713842094785754,0.04308807967733425,0.3138420947857554
5,Control_WK1,,,Ta4f,Ta interface,5/2,24.3,24.623842094785754,0.04308807967733425,0.32384209478575343
5,Control_WK1,,,Ta4f,Ta alloy,7/2,24.0,24.78612322935797,0.1543679434292185,0.786123229357969
5,Control_WK1,,,Ta4f,Ta alloy,5/2,25.9,26.69612322935797,0.1543679434292185,0.7961232293579705
5,Control_WK1,,,Ta4f,Ta+1,7/2,22.7,22.000000000000995,6.82880508186978e-07,-0.6999999999990045
5,Control_WK1,,,Ta4f,Ta+1,5/2,24.6,23.910000000000995,6.82880508186947e-07,-0.6899999999990065
5,Control_WK1,,,Ta4f,Ta+3,7/2,24.2,23.586237435201145,0.09878883848350997,-0.6137625647988543
5,Control_WK1,,,Ta4f,Ta+3,5/2,26.1,25.496237435201145,0.09878883846412342,-0.6037625647988563
5,Control_WK1,,,Ta4f,Ta+5 (Ta2O5),7/2,26.8,25.966655941538594,0.0033038604782476798,-0.8333440584614067
5,Control_WK1,,,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.876655941538594,0.0033038604818205783,-0.8233440584614051
6,Control_WK2,,,Ta4f,Ta metal,7/2,22.0,22.414320335462996,0.0213590697151988,0.41432033546299607
6,Control_WK2,,,Ta4f,Ta metal,5/2,23.9,24.324320335462996,0.021359069728759148,0.42432033546299763
6,Control_WK2,,,Ta4f,Ta interface,7/2,22.4,22.7238376922445,0.045266171882484114,0.32383769224450276
6,Control_WK2,,,Ta4f,Ta interface,5/2,24.3,24.6338376922445,0.045266171882484114,0.33383769224450077
6,Control_WK2,,,Ta4f,Ta alloy,7/2,24.0,24.804535490959516,0.12487586118266901,0.8045354909595162
6,Control_WK2,,,Ta4f,Ta alloy,5/2,25.9,26.714535490959516,0.12487586118266901,0.8145354909595177
6,Control_WK2,,,Ta4f,Ta+1,7/2,22.7,22.000000000004633,2.5026282885027734e-06,-0.6999999999953666
6,Control_WK2,,,Ta4f,Ta+1,5/2,24.6,23.910000000004633,2.50262828850225e-06,-0.6899999999953685
6,Control_WK2,,,Ta4f,Ta+3,7/2,24.2,23.582901437259952,0.09897260501388233,-0.6170985627400469
6,Control_WK2,,,Ta4f,Ta+3,5/2,26.1,25.492901437259953,0.09897260518407808,-0.6070985627400489
6,Control_WK2,,,Ta4f,Ta+5 (Ta2O5),7/2,26.8,25.957128900434725,0.0032164397832700167,-0.8428710995652757
6,Control_WK2,,,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.867128900434725,0.0032164397810362784,-0.8328710995652742
7,CTRL,,,Ta4f,Ta metal,7/2,22.0,22.404275726227073,0.02349794768523016,0.4042757262270733
7,CTRL,,,Ta4f,Ta metal,5/2,23.9,24.314275726227073,0.023497947736337534,0.41427572622707487
7,CTRL,,,Ta4f,Ta interface,7/2,22.4,22.70513882523855,0.04381851713214134,0.30513882523855074
7,CTRL,,,Ta4f,Ta interface,5/2,24.3,24.61513882523855,0.04381851713214134,0.31513882523854875
7,CTRL,,,Ta4f,Ta alloy,7/2,24.0,24.778201038895105,0.15461856693444223,0.7782010388951051
7,CTRL,,,Ta4f,Ta alloy,5/2,25.9,26.688201038895105,0.15461856693444223,0.7882010388951066
7,CTRL,,,Ta4f,Ta+1,7/2,22.7,22.000000000000007,6.266754975201637e-08,-0.6999999999999922
7,CTRL,,,Ta4f,Ta+1,5/2,24.6,23.910000000000007,6.266754975201628e-08,-0.6899999999999942
7,CTRL,,,Ta4f,Ta+3,7/2,24.2,23.549696036816425,0.0978797549393764,-0.6503039631835748
7,CTRL,,,Ta4f,Ta+3,5/2,26.1,25.459696036816425,0.09787975515143439,-0.6403039631835767
7,CTRL,,,Ta4f,Ta+5 (Ta2O5),7/2,26.8,25.961668082114855,0.0031935935780048126,-0.8383319178851458
