index,sample,etchlevel,etchtime,element,species,spin,expected_eV,fitted_eV,fitted_stderr,delta_eV
0,BOE_WK0,,,Ta4f,Ta metal,7/2,22.0,22.432955183437038,0.0,0.43295518343703776
0,BOE_WK0,,,Ta4f,Ta metal,5/2,23.9,24.342955183437038,0.0,0.4429551834370393
0,BOE_WK0,,,Ta4f,Ta interface,7/2,22.4,22.73238569590855,0.0,0.3323856959085525
0,BOE_WK0,,,Ta4f,Ta interface,5/2,24.3,24.64238569590855,0.0,0.3423856959085505
0,BOE_WK0,,,Ta4f,Ta alloy,7/2,24.0,24.82946391295439,0.0,0.8294639129543917
0,BOE_WK0,,,Ta4f,Ta alloy,5/2,25.9,26.739463912954392,0.0,0.8394639129543933
0,BOE_WK0,,,Ta4f,Ta+1,7/2,22.7,22.606146714805867,0.0,-0.0938532851941325
0,BOE_WK0,,,Ta4f,Ta+1,5/2,24.6,24.516146714805867,0.0,-0.08385328519413449
0,BOE_WK0,,,Ta4f,Ta+3,7/2,24.2,23.69149989900011,0.0,-0.5085001009998891
0,BOE_WK0,,,Ta4f,Ta+3,5/2,26.1,25.60149989900011,0.0,-0.49850010099989106
0,BOE_WK0,,,Ta4f,Ta+5 (Ta2O5),7/2,26.8,25.873396234878243,0.0,-0.926603765121758
0,BOE_WK0,,,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.783396234878243,0.0,-0.9166037651217565
1,BOE_WK1,,,Ta4f,Ta metal,7/2,22.0,22.425508466654644,0.0,0.4255084666546445
1,BOE_WK1,,,Ta4f,Ta metal,5/2,23.9,24.335508466654645,0.0,0.43550846665464604
1,BOE_WK1,,,Ta4f,Ta interface,7/2,22.4,22.75299325900259,0.0,0.3529932590025915
1,BOE_WK1,,,Ta4f,Ta interface,5/2,24.3,24.66299325900259,0.0,0.3629932590025895
1,BOE_WK1,,,Ta4f,Ta alloy,7/2,24.0,23.957831762651864,0.0,-0.04216823734813602
1,BOE_WK1,,,Ta4f,Ta alloy,5/2,25.9,25.867831762651864,0.0,-0.032168237348134454
1,BOE_WK1,,,Ta4f,Ta+1,7/2,22.7,22.18203478051883,0.0,-0.5179652194811695
1,BOE_WK1,,,Ta4f,Ta+1,5/2,24.6,24.09203478051883,0.0,-0.5079652194811715
1,BOE_WK1,,,Ta4f,Ta+3,7/2,24.2,23.500000000000142,0.0,-0.6999999999998572
1,BOE_WK1,,,Ta4f,Ta+3,5/2,26.1,25.410000000000142,0.0,-0.6899999999998592
1,BOE_WK1,,,Ta4f,Ta+5 (Ta2O5),7/2,26.8,25.857319199963214,0.0,-0.9426808000367863
1,BOE_WK1,,,Ta4f,Ta+5 (Ta2O5),5/2,28.7,27.767319199963215,0.0,-0.9326808000367848
2,BOE_WK2,,,Ta4f,Ta metal,7/2,22.0,22.42118372610192,0.007174543740429508,0.4211837261019191
2,BOE_WK2,,,Ta4f,Ta metal,5/2,23.9,24.33118372610192,0.007174543733782676,0.4311837261019207
2,BOE_WK2,,,Ta4f,Ta interface,7/2,22.4,22.76043435004514,0.010901447977345104,0.3604343500451428
